original_title,vote_average,vote_count
거북이 달린다,6.5,11.0
타짜,6.7,22.0
빅매치,6.9,10.0
Slow Learners,5.8,25.0
기술자들,7.7,22.0
Nightlight,4.8,30.0
Mockingbird,3.9,35.0
Preggoland,5.4,12.0
Blackwood,5.6,19.0
표적,5.4,28.0
绣春刀,6.8,51.0
Gong yuan 2000 AD,6.7,9.0
สี่แพร่ง,6.5,30.0
무적자,6.3,24.0
5150 Rue des Ormes,6.5,32.0
A Good Man,5.0,44.0
口裂け女,4.8,26.0
공공의 적 2,7.4,8.0
아파트,5.9,19.0
แฝด,6.6,44.0
Animal,4.6,78.0
Avalon High,5.8,146.0
救火英雄,6.1,16.0
동창생,7.2,49.0
Bian jing feng yun,6.6,7.0
평양성,5.3,9.0
검은 집,6.1,14.0
証人,6.6,23.0
Qing Cheng,5.8,6.0
강력 3반,6.9,6.0
Bau lit do see,6.4,7.0
黑白戰場,7.0,5.0
체포왕,6.5,11.0
미스터 소크라테스,6.0,8.0
원스 어폰 어 타임,6.0,11.0
한반도,7.2,6.0
MW,5.9,10.0
Pou hark wong,5.8,6.0
숙명,5.5,7.0
Fei saa fung chung chun,5.8,9.0
骨壺,4.6,5.0
홀리데이,6.9,9.0
카운트다운,6.5,13.0
Troubleshooter,6.3,12.0
거룩한 계보,6.5,12.0
Wu Dang,5.7,13.0
The Tower,6.2,60.0
Under the Mountain,4.2,16.0
許されざる者,7.3,18.0
金刚王,5.4,19.0
Guan yun chang,6.3,43.0
The Millionaire Tour,5.9,24.0
那夜凌晨，我坐上了旺角開往大埔的紅VAN,5.7,21.0
부당거래,6.5,30.0
Duo shuai,6.0,12.0
Chin Kei Bin 2 - Fa Tou Tai Kam,4.8,26.0
鎗王之王,5.9,15.0
掃毒,5.9,30.0
The Sword with No Name,6.1,16.0
The Gifted Hands,6.6,26.0
열한시,5.5,10.0
그놈 목소리,6.7,19.0
역린,7.4,19.0
Jim Jefferies: Contraband,8.1,10.0
Wo de tangchao xiongdi,6.0,8.0
硬汉,7.0,7.0
When Night Falls,4.3,6.0
变节,5.1,9.0
Ying Han 2,6.4,7.0
同門,6.2,9.0
危險人物,7.0,5.0
화이: 괴물을 삼킨 아이,7.4,44.0
Mang lung,5.5,15.0
황제를 위하여,6.6,15.0
전설의 주먹,7.3,15.0
The Daisy Chain,5.3,24.0
風暴,5.9,44.0
Lucky Luke,4.8,31.0
Skjult,5.6,27.0
세븐 데이즈,6.4,17.0
Solstice,5.5,50.0
Table for Three,4.9,24.0
Headhunter,5.9,17.0
군도: 민란의 시대,6.8,41.0
Straight A's,5.2,47.0
Clockstoppers,4.9,90.0
시크릿,5.7,9.0
주먹이 운다,6.8,20.0
푸른소금,6.5,19.0
분신사바,5.5,24.0
House of Fury,6.5,25.0
消失的子弹,6.0,21.0
연가시,6.5,24.0
Geu-rim-ja sal-in,6.6,13.0
심야의 FM,6.9,36.0
The Master,0.0,0.0
建国大业,4.9,14.0
Paradise Found,6.8,6.0
Deadly Virtues: Love. Honour. Obey.,4.9,13.0
Faith of My Fathers,6.2,7.0
Kyoaku,5.8,8.0
クローズ EXPLODE,6.0,12.0
控制,5.6,9.0
Amarilly of Clothes-Line Alley,5.5,4.0
Spies og Glistrup,6.1,14.0
Santa Claws,3.8,5.0
Circle,6.0,342.0
No. 2,6.5,2.0
Операция «С новым годом»,5.0,2.0
요가학원,5.2,11.0
고양이 : 죽음을 보는 두 개의 눈,6.2,23.0
알투비:리턴투베이스,5.8,27.0
소녀괴담,6.5,14.0
열혈남아,6.8,10.0
Coming Soon,5.8,26.0
초능력자,6.2,21.0
고사: 피의 중간고사,6.6,37.0
의뢰인,6.4,21.0
カムイ　外伝,5.8,12.0
Long nga,6.2,24.0
방황하는 칼날,6.6,15.0
령,6.2,21.0
퀵,6.3,20.0
脳男,5.9,18.0
Runaway,6.8,10.0
大追捕,6.5,21.0
スカイハイ 劇場版,6.6,14.0
몽타주,7.2,48.0
인형사,5.9,21.0
Fakta Ladh Mhana,8.3,3.0
竊聽風雲,6.3,26.0
감시자들,7.2,59.0
혈의 누,6.7,11.0
킬러들의 수다,7.0,17.0
寒戰,6.4,48.0
The Dead Zone,7.7,7.0
奪命金,6.2,18.0
プラチナデータ,5.3,11.0
런닝맨,5.9,12.0
Comeback Season,6.1,9.0
하울링,5.9,33.0
Bou ying,5.8,10.0
사생결단,6.2,13.0
화차,7.0,22.0
刀见笑,5.0,10.0
Familiar Strangers,6.5,6.0
무방비 도시,6.8,12.0
Mit moon,4.6,10.0
파괴된 사나이,6.0,12.0
더 웹툰: 예고살인,6.9,23.0
Gong fu chu shen,4.7,13.0
미확인 동영상 : 절대클릭금지,4.8,17.0
Da lui toi,6.6,11.0
韓城攻略,6.4,11.0
車手,5.6,30.0
은밀하게 위대하게,7.0,53.0
三岔口,6.8,11.0
Saat yan faan,6.3,8.0
평행이론,6.3,9.0
응징자,6.6,7.0
竊聽風雲 2,5.9,22.0
竊聽風雲 3,6.6,15.0
疯狂的赛车,7.4,13.0
눈에는 눈 이에는 이,6.4,9.0
撕票風雲,6.1,18.0
BRAVE HEARTS 海猿,5.8,8.0
천군,6.2,7.0
暗戰 2,5.8,13.0
Confessions of a Dangerous Mind,6.6,281.0
鎗王,6.4,10.0
그녀를 모르면 간첩,7.0,8.0
盲探,6.3,38.0
Meadowland,6.4,42.0
Watchers of the Sky,5.1,4.0
All Things Must Pass,7.0,33.0
Goosebumps,6.2,1022.0
A Ballerina's Tale,6.0,18.0
연평해전,5.7,11.0
Sunset Edge,0.0,0.0
Back in Time,6.1,116.0
The Girl King,6.4,37.0
Creative Control,5.4,26.0
甜蜜殺機,6.0,1.0
ゲノムハザード ある天才科学者の５日間,7.2,11.0
폭력써클,6.2,13.0
살인의뢰,5.7,10.0
Zombie Ninjas vs Black Ops,0.0,0.0
The Wicked Within,4.2,26.0
Hi-De-Ho,6.0,1.0
The Christmas Candle,5.8,8.0
La Loi du marché,6.2,107.0
A Month of Sundays,6.0,4.0
Gloria,6.2,14.0
Marius,6.2,31.0
Ostwind,7.1,60.0
Blondie Has Servant Trouble,7.7,3.0
Algorithm,5.4,10.0
Freedom Riders,5.0,1.0
Lifepod,4.9,7.0
Mijn Opa de Bankrover,6.5,2.0
Vittra,5.5,19.0
No Place on Earth,7.5,10.0
Poslednyaya skazka Rity,7.4,8.0
The Floorwalker,6.3,21.0
Dharam Sankat Mein,6.3,6.0
Chupke Chupke,7.5,10.0
ஐ,6.8,27.0
The Vagabond,6.3,25.0
ガンヘッド,5.5,4.0
The Count,6.1,13.0
The Pawnshop,6.4,17.0
Miss You Already,7.3,232.0
The Cokeville Miracle,4.5,20.0
李碧華鬼魅系列：奇幻夜,5.7,6.0
Now & Later,4.7,12.0
The Witches of Oz,4.3,17.0
Dark Summer,4.1,34.0
The Shift,6.3,4.0
Unity,8.4,10.0
The Perfect Guy,5.6,162.0
Rock the Kasbah,5.2,102.0
The Mafu Cage,6.0,2.0
Whiskey School,0.0,0.0
Lost Junction,5.3,2.0
Night Game,3.6,8.0
Edge of Fury,5.3,3.0
Freaks of Nature,5.7,146.0
unINDIAN,5.8,5.0
Comoara,7.3,14.0
Suspiros de España,0.0,0.0
Milton Glaser: To Inform & Delight,6.8,2.0
Housekeeping,7.0,1.0
Gravy,5.9,21.0
博士の愛した数式,6.8,6.0
Bikini Model Academy,4.0,5.0
Badge of Honor,5.5,10.0
The Curse of Downers Grove,4.3,25.0
Freetown,6.5,4.0
Momentum,5.9,168.0
Tales of Halloween,5.4,115.0
Death Valley,4.0,3.0
サマータイムマシン・ブルース,6.9,11.0
安城家の舞踏会,5.0,1.0
The Day the '60s Died,7.5,2.0
Dolfje Weerwolfje,5.3,6.0
The Diabolical,4.3,75.0
Aferim!,7.5,28.0
House of Boys,5.3,10.0
The Soldier and the Lady,0.0,0.0
A Time For Dying,6.5,2.0
The Red Ball Express,6.0,1.0
Killer Shark,5.0,1.0
Behind Locked Doors,6.0,3.0
Assigned to Danger,5.0,1.0
The Missing Juror,6.0,2.0
Der Tunnel,6.5,2.0
The Beloved Vagabond,0.0,0.0
The Blue Veil,6.5,2.0
War Story,4.7,8.0
Italia: Ultimo atto?,0.0,0.0
"Glaube und Währung - Dr. Gene Scott, Fernsehprediger",5.0,4.0
Behind the Rising Sun,6.0,2.0
Pillow to Post,6.5,3.0
I vigliacchi non pregano,0.0,0.0
I 7 di Marsa Matruh,6.5,2.0
Alleluja e Sartana figli di... Dio,0.0,0.0
Una vergine in famiglia,0.0,0.0
Scorticateli vivi,0.0,0.0
Rolf,5.0,2.0
They Found Hell,5.1,22.0
"Anna, quel particolare piacere",5.3,3.0
Under the Gun,6.3,3.0
The Young Land,7.0,2.0
1944,6.8,32.0
Double Bang,4.1,4.0
Patatje Oorlog,7.3,3.0
Pope John Paul II,4.8,4.0
Hide Away,4.7,5.0
นางไม้,6.9,7.0
Sex Pot,2.7,16.0
El analfabeto,5.2,3.0
El bolero de Raquel,5.5,9.0
Official Rejection,2.5,2.0
गो गोआ गॉन,5.9,28.0
The Wannabes,0.0,0.0
Money for Nothing: Inside the Federal Reserve,6.7,7.0
Les Morfalous,6.2,13.0
Forest of the Damned,2.5,6.0
Aanmodderfakker,6.4,12.0
The Collectors,4.0,2.0
9/11: The Falling Man,7.3,5.0
Škola princů,7.0,1.0
Pünktchen und Anton,6.0,2.0
Phantom Boy,7.4,9.0
Les Cowboys,6.3,38.0
Живой,4.6,5.0
Meistras Ir Tatjana,9.0,1.0
The Best of Men,6.7,9.0
La sixième face du pentagone,6.0,3.0
E-clip-se,5.3,3.0
Bone Tomahawk,6.6,511.0
Paranormal Activity: The Ghost Dimension,5.0,435.0
Pyaar Ka Punchnama 2,7.7,14.0
倩女幽魂,5.5,13.0
Imagination,0.0,0.0
The Edge of Dreaming,5.0,1.0
Les Filles Du Botaniste,6.2,16.0
The Secret Life of Plants,8.0,1.0
Las garras de Lorelei,5.1,7.0
La endemoniada,0.0,0.0
La noche de los brujos,0.0,0.0
La noche de las gaviotas,5.5,8.0
The Sea Serpent,0.0,0.0
La residencia,7.0,13.0
Blinky Bill the Movie,5.0,6.0
N: The Madness Of Reason,7.5,2.0
A Nightingale Falling,6.8,3.0
Jem and the Holograms,5.4,132.0
The 33,6.0,386.0
Sangue del mio sangue,5.8,13.0
岸辺の旅,6.7,13.0
Patrick's Day,7.0,2.0
Devot,5.5,2.0
Boreg,5.0,1.0
The Genius Club,2.5,2.0
岳 みんなの山,4.7,3.0
Reiruweizu: 49-sai de densha no untenshi ni natta otoko no monogatari,0.0,0.0
The Watermen,3.3,14.0
"Ao, le dernier néandertal",6.5,16.0
家路,5.0,1.0
Ghost Shark,4.2,33.0
พี่มาก..พระโขนง,7.3,37.0
Le Rossignol,0.0,0.0
Suburra,7.4,296.0
Amy Schumer: Live at the Apollo,6.9,22.0
They Look Like People,6.1,53.0
The Christmas Card,4.5,6.0
Big Bird in China,8.0,1.0
Revelation,2.9,9.0
Extraordinary Tales,6.1,29.0
Снежная королева 2: Перезаморозка,5.3,20.0
Colt 45,5.5,63.0
SuperBob,5.7,25.0
David,8.2,11.0
Word of Honor,7.0,1.0
Howl,5.0,133.0
Barbie & Her Sisters in the Great Puppy Adventure,5.9,16.0
Varian's War,5.5,2.0
If Tomorrow Comes,6.5,6.0
From Mexico With Love,9.0,1.0
Liz en Septiembre,6.6,5.0
Losing Ground,7.3,4.0
Looking for Langston,5.0,1.0
Fireworks,6.1,11.0
Pedro,8.0,1.0
Hard,5.5,2.0
Sugar Coated,7.4,9.0
Monopol,5.6,4.0
Silsile,5.5,2.0
Bir Avuç Deniz,0.0,0.0
Gecenin Kanatları,3.3,3.0
Beni Unutma,0.0,0.0
Benim Dünyam,7.9,16.0
Kelebeğin Rüyası,7.6,18.0
Fathers and Daughters,7.2,262.0
Curve,4.5,72.0
Night At The Golden Eagle,5.0,4.0
K-9: P.I.,5.6,35.0
The Dressmaker,6.9,419.0
The Perfect Husband,4.0,3.0
Sharpshooter,4.5,11.0
Half Past Dead 2,5.6,9.0
Ripper: Letter from Hell,5.0,10.0
Lonesome Ghosts,6.1,17.0
The Big Bad Wolf,6.3,10.0
Gulliver Mickey,5.4,7.0
Ye Olden Days,4.6,8.0
Mickey's Good Deed,5.8,10.0
Babes in the Woods,5.9,7.0
Flowers and Trees,6.9,16.0
Mickey's Orphans,4.8,6.0
Three Little Wolves,7.3,10.0
Little Hiawatha,6.1,7.0
Magician Mickey,6.4,8.0
Alpine Climbers,5.3,9.0
Thru the Mirror,5.9,11.0
Mickey's Polo Team,8.0,7.0
Three Orphan Kittens,6.8,12.0
Pluto's Judgement Day,6.3,9.0
Who Killed Cock Robin?,7.3,5.0
The Flying Mouse,3.9,7.0
The Mad Doctor,7.5,12.0
Building a Building,6.2,6.0
The Forgotten Ones,3.8,17.0
Arena,4.7,3.0
Balto III: Wings of Change,6.6,71.0
Bear,3.5,4.0
Bigfoot,5.1,7.0
Bigfoot,3.2,5.0
Crescendo,5.7,5.0
Million Dollar Crocodile,5.0,11.0
Deep in the Darkness,4.7,29.0
Dysfunctional Friends,5.0,4.0
Films of Fury: The Kung Fu Movie Movie,5.9,6.0
Give Us This Day,6.4,5.0
Mommy,0.0,0.0
Leviatán,4.6,4.0
Needle,4.9,18.0
Nowitzki: The Perfect Shot,6.8,25.0
Octopus,3.5,16.0
Safelight,6.3,35.0
Sci-fighters,4.5,3.0
Strictly Business,5.6,7.0
Long hu dou,6.9,8.0
The Diplomat,3.4,4.0
The Sound and the Fury,4.4,6.0
The Trail of '98,5.0,1.0
Désaccord Parfait,7.8,4.0
Uncertain Glory,5.8,4.0
Where the Spies Are,4.3,2.0
Why Horror?,6.5,6.0
Now Add Honey,5.3,9.0
乱れる,8.2,6.0
Balibo,6.7,15.0
Camping del terrore,5.0,3.0
Concorde Affaire '79,7.5,7.0
Malacrianza,0.0,0.0
Berkshire County,5.3,26.0
Johan Falk: De 107 patrioterna,6.8,10.0
The Triangle,3.1,9.0
Fasandræberne,7.0,153.0
Forever,6.1,6.0
Paraísos Artificiais,6.6,39.0
I vampiri,6.8,13.0
Gli invasori,5.3,5.0
Quante volte... quella notte,5.4,4.0
The House of Exorcism,4.5,2.0
I coltelli del vendicatore,5.5,3.0
Ringo del Nebraska,5.0,1.0
La strada per Forte Alamo,5.3,2.0
Metti una sera a cena,6.5,2.0
Trumbo,7.3,507.0
Panic Button,4.5,2.0
I due figli di Ringo,5.3,2.0
Il momento di uccidere,5.5,2.0
"Testa t'ammazzo, croce... sei morto... Mi chiamano Alleluja",5.0,2.0
Gli fumavano le Colt... lo chiamavano Camposanto,5.0,1.0
"Il West ti va stretto, amico... è arrivato Alleluja",0.0,0.0
"Fuori uno sotto un altro, arriva il Passatore",0.0,0.0
Lo chiamavano Tresette... giocava sempre col morto,8.0,1.0
"Di Tresette ce n'è uno, tutti gli altri son nessuno",0.0,0.0
La signora gioca bene a scopa?,5.0,4.0
El exterminador de la carretera,6.0,2.0
All Hallows' Eve,4.8,50.0
Veliki transport,10.0,2.0
City on Fire,7.0,5.0
The Greek Tycoon,6.7,11.0
The Comedy Man,0.0,0.0
Haze,6.4,26.0
Billboard Dad,5.4,28.0
Our Lips Are Sealed,5.6,61.0
The Challenge,5.8,48.0
Delhi Safari,5.1,6.0
Yolngu Boy,6.0,3.0
Hymyjen maa,8.0,1.0
Foodies,5.8,4.0
24 jours,6.7,25.0
Ghosts of Ole Miss,7.0,3.0
Long Weekend,5.4,38.0
Xiang Gang you ge He Li Huo,7.2,6.0
Marguerite,6.4,100.0
Rubberneck,5.5,6.0
Lake Placid 2,4.0,22.0
Lake Placid 3,4.2,34.0
Lake Placid: The Final Chapter,4.2,38.0
Colpo gobbo all'italiana,0.0,0.0
I due della legione,0.0,0.0
Uno strano tipo,8.0,1.0
Le colt cantarono la morte e fu... tempo di massacro,5.1,10.0
Nonostante le apparenze... e purchè la nazione non lo sappia... all'onorevole piacciono le donne,6.2,5.0
Il miele del diavolo,4.5,2.0
Aenigma,5.3,6.0
Il fantasma di Sodoma,3.6,5.0
Murderock - Uccide a passo di danza,6.0,8.0
Quando Alice ruppe lo specchio,5.3,8.0
Sette note in nero,7.1,34.0
Sella d'argento,8.5,2.0
Demonia,4.8,8.0
さよなら歌舞伎町,6.4,11.0
私の男,6.8,5.0
Night Slaves,6.7,3.0
La buca,4.8,6.0
Soldier of God,5.0,1.0
Lovemilla,5.0,1.0
"Teodora, imperatrice di Bisanzio",5.0,1.0
Maciste alla corte del Gran Khan,5.5,1.0
Maciste all'Inferno,5.0,1.0
A doppia faccia,7.0,2.0
Caccia all'uomo,0.0,0.0
Bill il taciturno,5.0,2.0
Gli invincibili tre,0.0,0.0
La morte viene dallo spazio,4.2,6.0
Lycanthropus,5.0,9.0
Idaho Transfer,5.3,4.0
Divorce Corp.,7.9,5.0
La Guerre Des Boutons,5.9,97.0
La Nouvelle Guerre des boutons,5.8,119.0
Killer Crush,4.3,3.0
Reluctant Witness,6.0,2.0
I Believe in Unicorns,4.0,4.0
Letters from the Big Man,7.0,2.0
Paul McCartney Really Is Dead: The Last Testament of George Harrison,4.7,7.0
Witch Hunt,2.8,5.0
Five Thirteen,4.3,4.0
The Grief of Others,7.2,5.0
Huie's Predigt,6.0,1.0
Wodaabe - Die Hirten der Sonne. Nomaden am Südrand der Sahara,8.0,5.0
Gasherbrum - Der leuchtende Berg,7.5,6.0
American Warships,2.8,30.0
Cruel & Unusual,6.4,10.0
"Il ricco, il povero e il maggiordomo",5.6,178.0
Elephant,6.8,18.0
Halloween with the New Addams Family,5.3,3.0
Treevenge,7.0,19.0
Lobo Guerreiro,5.8,29.0
Rubble Kings,7.1,8.0
I sette magnifici gladiatori,1.0,1.0
Blade Violent - I violenti,4.1,9.0
Rats - Notte di terrore,5.3,22.0
Strike Commando,5.6,6.0
Shocking Dark,5.6,8.0
Cruel Jaws,3.7,12.0
Zombi: La creazione,6.0,2.0
Nella terra dei cannibali,6.0,1.0
Sexual Aberration - Sesso Perverso,0.0,0.0
L'altro inferno,3.7,3.0
"Armida, il dramma di una sposa",0.0,0.0
Caligula et Messaline,2.2,5.0
Concussion,7.0,844.0
The Phoenix Incident,5.0,23.0
Committed,0.0,0.0
Der Rest ist Schweigen,5.0,1.0
Blind Date,6.6,5.0
Les quatre vérités,4.0,1.0
Los pianos mecánicos,6.5,2.0
Section spéciale,5.1,6.0
To Catch a Spy,8.0,2.0
To Russia... With Elton,0.0,0.0
The Exorcism of Molly Hartley,4.9,88.0
Sept jours ailleurs,0.0,0.0
Camarades,0.0,0.0
United Passions,3.0,16.0
Dahshat,0.0,0.0
조선명탐정: 각시투구꽃의 비밀,7.3,11.0
มือปืน โลก/พระ/จัน,5.0,2.0
真夜中の弥次さん喜多さん,0.0,0.0
Xin za shi xiong zhu nu zi,0.0,0.0
The Peanuts Movie,6.5,608.0
വർഷം,6.7,6.0
സന്ദേശം,8.8,5.0
Making a Living,5.9,12.0
Die Lügen der Sieger,4.6,7.0
秋天的童話,7.4,9.0
Chans,0.0,0.0
Bloodsport: The Dark Kumite,3.9,15.0
King of the Gypsies,6.0,4.0
The Haunting of Whaley House,3.9,17.0
Bin ich schön?,7.7,3.0
Skinwalker Ranch,5.0,47.0
The Devil's Needle,7.0,1.0
Children of Eve,0.0,0.0
Jack Frusciante è uscito dal gruppo,5.9,30.0
Song 'e napule,6.4,23.0
Everything You Want,3.3,6.0
Solkongen,6.3,6.0
Living It Up,7.8,4.0
Batkid Begins,6.4,14.0
Cover Up,6.1,4.0
"Дом, который построил Свифт",4.6,4.0
Формула любви,7.5,11.0
Homebodies,7.3,3.0
"Бедный, бедный Павел",1.0,1.0
Posledniy Dyuym,5.0,2.0
D'Artanyan I Tri Mushketyora,8.6,5.0
Антикиллер,4.8,5.0
Bluff - Storia di truffe e di imbroglioni,7.6,22.0
Koroli i kapusta,7.0,1.0
Sentimentalnyy roman,1.0,1.0
Маленькие трагедии,6.3,5.0
Looking For Lola,5.0,1.0
Старшая сестра,6.5,2.0
Старший сын,5.2,5.0
OceanWorld 3D,5.3,6.0
Odnazhdy Dvadtsat Let Spustya,4.5,2.0
Человек с бульвара Капуцинов,7.0,11.0
Шерлок Холмс и доктор Ватсон: Собака Баскервилей,7.5,21.0
Zolushka,4.8,5.0
Первый учитель,5.0,3.0
На семи ветрах,5.0,2.0
31 Iyunya,4.3,3.0
Slyozy Kapali,3.1,4.0
"Troye v Lodke, Ne Schitaya Sobaki",6.0,8.0
Circuito chiuso,8.0,1.0
Sorok pervyy,7.0,1.0
Quartier Lointain,6.5,11.0
"Gardemariny, Vperyod!",6.5,2.0
Неуловимые мстители,7.4,5.0
A Nymphoid Barbarian in Dinosaur Hell,2.3,9.0
Death Valley,4.7,7.0
A-i-deul...,6.9,16.0
Classmates,0.0,0.0
Lokmanya: Ek Yug Purush,0.0,0.0
Sandook,0.0,0.0
Baji,0.0,0.0
Lai Bhaari,7.0,3.0
Rege,8.0,1.0
Poshter Boyz,0.0,0.0
Duniyadari,0.0,0.0
Premachi Goshta,0.0,0.0
Time Please,0.0,0.0
Zapatlela 2,0.0,0.0
Prem Mhanje Prem Mhanje Prem Asta,4.0,1.0
Yedyanchi Jatra,0.0,0.0
Shikshanachya Aaicha Gho,8.0,1.0
Kshanbhar Vishranti,0.0,0.0
Agadbam,0.0,0.0
झेंडा,6.0,1.0
Be Dune Saade Char,0.0,0.0
Gaiir,0.0,0.0
Valu,0.0,0.0
Zabardast,0.0,0.0
Jatra: Hyalagaad Re Tyalagaad,0.0,0.0
Hee Porgi Kunachi,0.0,0.0
Dombivali Fast,0.0,0.0
Dhadakebaaz,0.0,0.0
Ashi Hi Banwa Banwi,8.0,2.0
Padosan,6.4,4.0
Ittefaq,0.0,0.0
Mera Naam Joker,10.0,3.0
Haathi Mere Saathi,7.5,2.0
बेनाम,0.0,0.0
Jadu Tona,0.0,0.0
Baton Baton Mein,5.3,3.0
Jaani Dushman,5.0,2.0
Khubsoorat,5.7,3.0
Red Rose,0.0,0.0
Saboot,0.0,0.0
नरम गरम,4.8,2.0
जाने भी दो यारों,7.4,14.0
Masoom,4.2,3.0
Hero,7.0,2.0
Rang Birangi,4.8,2.0
Purana Mandir,4.0,1.0
Khamosh,7.5,1.0
Arjun,5.3,3.0
चमेली की शादी,0.0,0.0
Anubhav,0.0,0.0
Karma,7.5,2.0
तहखाना,0.0,0.0
मिस्टर इंडिया,7.4,14.0
Tezaab,5.1,4.0
Maalamaal,0.0,0.0
Veerana,4.8,4.0
मैंने प्यार किया,7.0,11.0
Bandh Darwaza,0.0,0.0
Shaitani Ilaaka,0.0,0.0
Saajan,5.5,4.0
100 Days,0.0,0.0
फूल और काँटे,0.0,0.0
Jigar,0.0,0.0
Jo Jeeta Wohi Sikandar,7.7,17.0
Suryavanshi,7.3,3.0
Chamatkar,6.5,12.0
Aankhen,4.8,3.0
Hum Hain Rahi Pyar Ke,7.6,7.0
King Uncle,7.0,4.0
Khal Nayak,7.3,7.0
Waqt Hamara Hai,6.0,1.0
The Lady in Question,6.8,5.0
Meet the Patels,6.8,23.0
Noi e la Giulia,7.1,116.0
Natale in crociera,4.5,95.0
The Inside of the White Slave Traffic,0.0,0.0
Una breve stagione,0.0,0.0
Three Men in a Boat,3.8,4.0
The Ghost of Flight 401,4.3,3.0
Blue Mountain State: The Rise of Thadland,5.7,91.0
Bare,4.4,15.0
Septic Man,4.7,9.0
Suhaag,7.0,1.0
Krantiveer,10.0,1.0
Gopi Kishan,5.0,1.0
Baazi,7.5,4.0
Barsaat,5.1,5.0
Takkar,6.0,1.0
Sapoot,6.0,1.0
Khamoshi: The Musical,7.6,5.0
Loafer,2.0,1.0
Raja Hindustani,6.1,10.0
Jeet,7.0,4.0
Agni Sakshi,8.5,2.0
Ghatak: Lethal,8.2,3.0
Chachi 420,6.5,14.0
Dil To Pagal Hai,6.6,41.0
Bhai,6.0,1.0
Judwaa,7.0,4.0
Gupt: The Hidden Truth,6.8,12.0
Daud,5.6,4.0
Aflatoon,6.0,3.0
Bade Miyan Chote Miyan,5.0,7.0
China Gate,5.4,4.0
Pyaar Kiya To Darna Kya,6.3,10.0
Soldier,5.9,5.0
Sharpe's Company,7.0,13.0
O futebol,7.3,3.0
The Last House on Cemetery Lane,3.4,11.0
Krampus: The Reckoning,2.5,10.0
Isdraken,7.0,1.0
11 Minut,5.9,15.0
When the Iron Bird Flies,0.0,0.0
Do I Sound Gay?,6.2,20.0
Rocktober Blood,3.8,8.0
'Gator Bait,6.5,2.0
Apenas o Fim,6.4,8.0
"Jinxy Jenkins, Lucky Lou",7.9,7.0
Princes et princesses,7.6,25.0
The Hallow,5.2,209.0
バケモノの子,7.9,304.0
トイレット,6.0,4.0
This Changes Everything,6.0,2.0
Strella,6.7,11.0
Qi yuan,7.0,1.0
Sharpe's Enemy,6.8,13.0
Sans laisser de traces,5.6,9.0
Mesto Vstrechi Izmenit Nelzya,7.5,10.0
Мастер и Маргарита,6.2,9.0
På palmblad och rosor,6.0,1.0
Eu Não Faço a Menor Ideia do que eu Tô Fazendo Com a Minha Vida,6.8,10.0
Sem Pena,7.0,1.0
Seasick,0.0,0.0
Stray Dog,0.0,0.0
Elämältä kaiken sain,6.5,2.0
Autolla Nepaliin - Unelmien elokuva,6.0,1.0
Φτηνά Τσιγάρα,6.3,7.0
Containment,5.1,36.0
Lotus Eaters,5.4,5.0
Sudoeste,5.5,2.0
Henrietta,6.0,1.0
Taal,5.7,15.0
Hum Saath Saath Hain,5.8,18.0
Jaanam Samjha Karo,7.0,3.0
Dil Kya Kare,5.0,1.0
Kaun?,5.0,4.0
Pyaar Koi Khel Nahin,2.0,1.0
Hogi Pyar Ki Jeet,7.5,2.0
Biwi No. 1,5.6,7.0
Hello Brother,6.0,5.0
Kartoos,4.7,3.0
मस्त,4.3,3.0
Kachche Dhaage,6.3,2.0
Deewane,3.0,1.0
Dhadkan,7.4,7.0
Khiladi 420,4.5,2.0
Kurukshetra,6.0,1.0
Mela,5.5,4.0
Refugee,5.5,5.0
Kya Kehna,5.0,3.0
Fiza,6.1,7.0
Bicchoo,3.5,4.0
Har Dil Jo Pyar Karega...,5.4,11.0
पुकार,6.0,4.0
Beti No. 1,3.0,1.0
Khauff,4.0,1.0
Jis Desh Mein Ganga Rehta Hai,7.5,2.0
Hum To Mohabbat Karega,0.0,0.0
बादल,5.0,1.0
Sharpe's Honour,6.3,13.0
A Dangerous Game,0.0,0.0
Aim High In Creation,7.0,2.0
Mr. Dynamite: The Rise of James Brown,7.1,8.0
The Falling,5.0,60.0
Hundhotellet,5.0,2.0
Monk by Blood,0.0,0.0
Romanovin kivet,5.2,6.0
Big Love,4.9,7.0
The Hellstrom Chronicle,5.9,8.0
San Francisco 2.0,7.5,4.0
Riešutų duona,7.5,2.0
Cinema: A Public Affair,0.0,0.0
Plan B,7.3,28.0
Anarchy Parlor,5.4,21.0
Hallway,0.0,0.0
I Am Syd Stone,6.0,1.0
"Come Back, Africa",7.0,1.0
Cracked Nuts,8.0,1.0
San shao ye de jian,7.3,5.0
Duffy of San Quentin,0.0,0.0
Alone With People,7.0,1.0
En eftermiddag,3.5,1.0
Half Shot at Sunrise,4.0,2.0
Maciste nell'inferno di Gengis Khan,6.0,2.0
Maciste contro i Mongoli,6.5,2.0
Maciste e la regina di Samar,1.8,6.0
In the Land of the Head Hunters,6.2,5.0
Break Free,8.0,5.0
Viharsarok,7.5,19.0
Last of the Mobile Hot Shots,0.0,0.0
Матч,5.4,7.0
You're Killing Me,6.0,2.0
Tru Love,6.7,6.0
Santa Claws,1.0,1.0
Boy,6.0,3.0
The Connection,5.1,5.0
The Conquerors,0.0,0.0
快活林,5.4,4.0
The Double O Kid,3.8,8.0
